timestep,temperature,pressure,battery,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15
256,29.536367,1049.513,89.230774,0.9484749,0.09065637,-0.14007574,-0.23395261,0.16593924,0.7505468,-0.26709992,0.3710801,-0.56643385,-0.7234031,0.91281736,-0.18927425,0.45386073,-0.57693183,0.9754831,-0.075428605
257,29.543459,1025.6606,89.65191,0.8740995,0.10732216,-0.18918097,-0.30372447,0.15433052,0.6901999,-0.29012322,0.40616313,-0.5266228,-0.7338646,0.98799455,-0.16134971,0.3892365,-0.6002774,0.90578693,-0.12432511
258,30.214048,981.0904,86.619125,0.7818239,0.1581913,-0.3507552,-0.4749305,0.13230917,0.5664567,-0.3183825,0.43002093,-0.464648,-0.7236281,1.1137924,-0.1410191,0.2727304,-0.6438217,0.761314,-0.25102815
259,29.65394,1011.4421,88.94402,0.8389063,0.11960709,-0.23449117,-0.35303342,0.14523157,0.6517738,-0.29851264,0.41684383,-0.5035678,-0.7307657,1.0265881,-0.15301391,0.3511981,-0.6131244,0.8593995,-0.16067678
260,29.861034,985.9459,88.47724,0.7724488,0.14400432,-0.30479747,-0.43921357,0.13423178,0.58441675,-0.32073534,0.44416767,-0.46572578,-0.7361169,1.1052227,-0.13058701,0.2835538,-0.63880503,0.78238064,-0.22260872
261,30.067146,1024.392,89.66276,0.89318717,0.13135174,-0.20521343,-0.33002937,0.17230728,0.68426394,-0.30575407,0.40581304,-0.5461888,-0.75081,1.0144397,-0.15716961,0.39097807,-0.61083055,0.91326934,-0.14181851
262,30.14338,1022.40393,87.59868,0.90010655,0.130936,-0.24043807,-0.3459734,0.1609712,0.67467564,-0.29164344,0.38696638,-0.5378352,-0.7262853,1.0003175,-0.17387433,0.38509735,-0.6076315,0.8934812,-0.15721256
263,28.605858,1021.85535,88.04212,0.82881975,0.0642975,-0.19656816,-0.27988064,0.10855612,0.682092,-0.2532943,0.39837372,-0.47476232,-0.6836613,0.94059455,-0.17744854,0.36863065,-0.58204514,0.8619723,-0.11282961
264,29.684498,987.32794,85.73935,0.7816826,0.12857762,-0.33525437,-0.43645778,0.11173168,0.58343565,-0.29108834,0.41509113,-0.45015055,-0.6940237,1.0626955,-0.15827331,0.28394488,-0.6259095,0.7624473,-0.22663808
265,30.075445,1012.4484,88.78415,0.86123765,0.13723204,-0.24508497,-0.36873555,0.15988228,0.65185887,-0.30800647,0.4122194,-0.52220786,-0.7417765,1.0400128,-0.15324953,0.35802025,-0.6192337,0.87037164,-0.17119804
266,29.398174,1013.903,89.18938,0.83402836,0.107304126,-0.21894321,-0.33389723,0.13913009,0.6598909,-0.29156154,0.41720012,-0.49821085,-0.7254477,1.011083,-0.15458629,0.35550958,-0.6070541,0.8632428,-0.14713655
267,29.00127,1015.2981,86.69374,0.83249056,0.08270621,-0.24041474,-0.32081154,0.11028555,0.6605625,-0.25788736,0.39146763,-0.47445214,-0.67959297,0.9617398,-0.18122242,0.35389608,-0.59096014,0.84040266,-0.1438295
268,28.967707,1007.1337,87.84756,0.80074024,0.08929613,-0.24225897,-0.33983883,0.111313015,0.642097,-0.27348876,0.41394594,-0.4632635,-0.69540155,0.99729526,-0.16250795,0.33201763,-0.6014326,0.82327855,-0.15513325
269,28.856432,1038.903,85.85124,0.9020263,0.05906549,-0.19425187,-0.24721602,0.114207834,0.72015,-0.2276064,0.35294724,-0.5064694,-0.6592479,0.87659985,-0.21353719,0.41623187,-0.56407756,0.9032407,-0.09339178
270,28.936531,1004.5867,89.900085,0.7820274,0.09459099,-0.21875346,-0.33934444,0.121430606,0.63980377,-0.29239732,0.43835086,-0.46550578,-0.7220842,1.0265646,-0.14110819,0.32599002,-0.60956764,0.8300757,-0.15067609
271,29.064583,1034.4666,84.7333,0.90286136,0.06838632,-0.22527504,-0.27302232,0.11197987,0.70548224,-0.2272921,0.34640947,-0.5029933,-0.651896,0.8860272,-0.21831279,0.40555274,-0.5684122,0.88583887,-0.1135801
272,29.006668,1031.6346,87.4279,0.87910926,0.07425663,-0.19281024,-0.27012065,0.124967426,0.7038717,-0.25123298,0.37785575,-0.50612766,-0.6862886,0.9222146,-0.19082448,0.39886507,-0.57831824,0.89596254,-0.106162235
273,29.363218,1003.163,89.69968,0.797367,0.11390638,-0.23562422,-0.3626199,0.13453832,0.6335522,-0.30363983,0.43642932,-0.47995013,-0.7331972,1.0469003,-0.13924769,0.3262232,-0.6178769,0.8334231,-0.16666989
274,29.961874,1006.3438,86.42009,0.84866774,0.13031909,-0.28913066,-0.38970673,0.13740918,0.6321024,-0.28935617,0.39638227,-0.49760014,-0.7080857,1.0264249,-0.16960831,0.3388725,-0.61549854,0.83166796,-0.19124147
275,29.364996,1045.7759,86.24206,0.94349885,0.07812998,-0.18591243,-0.24744438,0.13895378,0.7359179,-0.23954873,0.34602892,-0.54113674,-0.67915356,0.88273716,-0.21410736,0.4402163,-0.5680558,0.93813324,-0.091546305
276,28.183878,1008.08655,84.76757,0.7835829,0.04641497,-0.26307496,-0.3133012,0.06476125,0.64247346,-0.2243991,0.38435984,-0.42038906,-0.62966716,0.9259757,-0.19618167,0.3250195,-0.57702565,0.7864035,-0.1443428
277,27.786482,993.489,85.72934,0.7171315,0.040554613,-0.27314946,-0.33638197,0.047709495,0.6090144,-0.23343264,0.41464105,-0.38208646,-0.6326903,0.9625845,-0.17472388,0.28190595,-0.58631605,0.7403287,-0.15979661
278,28.167566,1018.6494,89.72138,0.7919548,0.05107242,-0.16945529,-0.26501676,0.10142872,0.6794716,-0.25822467,0.42144442,-0.4574936,-0.6926626,0.9500315,-0.16102213,0.35655364,-0.5823587,0.85520613,-0.099852905
279,27.504168,1033.9111,86.60705,0.82387376,0.0042503476,-0.16093451,-0.20128326,0.06764713,0.7158392,-0.20066456,0.37254468,-0.444529,-0.6274833,0.841452,-0.20875886,0.38968822,-0.54684937,0.8644511,-0.062312
280,27.911287,1027.6853,84.98373,0.8303524,0.022289515,-0.20814297,-0.24263398,0.068283945,0.69455296,-0.2029414,0.3623519,-0.444214,-0.6200808,0.8590301,-0.21534915,0.37580907,-0.5548181,0.84210336,-0.09414321
281,28.023117,1017.42584,87.74817,0.7910861,0.040617347,-0.19606769,-0.26888093,0.08325091,0.67316335,-0.23816638,0.40342438,-0.44166887,-0.6622155,0.9251648,-0.17883582,0.3506214,-0.5747967,0.8336778,-0.106971174
282,27.839212,1063.8984,85.74119,0.9340594,-0.0022978485,-0.11259633,-0.12949178,0.092416495,0.7892631,-0.17834912,0.32361877,-0.5075512,-0.62075055,0.75798756,-0.24513915,0.47414336,-0.5226017,0.9569833,-0.012064442
283,27.252678,1001.51086,85.84115,0.71761644,0.01204133,-0.23964211,-0.28918192,0.034235924,0.63255817,-0.21314727,0.40756446,-0.3743974,-0.6157286,0.91723037,-0.18461378,0.29852414,-0.56975687,0.75420296,-0.12717235
284,27.059368,1038.318,89.22704,0.8055434,-0.011842012,-0.10307819,-0.16044998,0.07076576,0.7346359,-0.20741294,0.3954303,-0.44397795,-0.6472438,0.8388257,-0.19131243,0.39883196,-0.5429631,0.88783246,-0.028910577
285,26.958668,997.36566,87.53637,0.68415177,0.0058472753,-0.21812043,-0.28327447,0.031783998,0.6268163,-0.22297062,0.43143302,-0.3615377,-0.6296857,0.9358332,-0.1663225,0.2853289,-0.57356,0.74779034,-0.12020804
286,26.829273,1027.1396,87.027176,0.7716194,-0.020253003,-0.15354016,-0.19093102,0.04207763,0.7028006,-0.19103245,0.38829204,-0.4062916,-0.6130349,0.83697754,-0.20167236,0.3648123,-0.54231644,0.832315,-0.055681333
287,26.16767,1045.7443,89.74369,0.7866007,-0.05482596,-0.056236,-0.09826807,0.046684593,0.7593054,-0.18118177,0.39469784,-0.4219631,-0.6244445,0.7843435,-0.198771,0.41052192,-0.52181137,0.8951834,0.014371604
288,26.511671,1006.5343,87.08383,0.6945801,-0.020944387,-0.19203278,-0.23825645,0.018590212,0.651731,-0.19929577,0.41675603,-0.35726202,-0.6077733,0.88449407,-0.18212642,0.30559525,-0.55575126,0.7628474,-0.090082265
289,26.872248,1027.8112,90.02497,0.76156604,-0.011420906,-0.11136502,-0.18098037,0.06267837,0.710252,-0.2175693,0.41790992,-0.42092752,-0.65394527,0.8706335,-0.17435974,0.368843,-0.5517438,0.8575863,-0.042377323
290,26.451143,998.30255,84.115944,0.68067276,-0.02562517,-0.25071216,-0.26980746,-0.007041037,0.62504864,-0.17861314,0.39727825,-0.3287819,-0.5681819,0.872645,-0.20165315,0.28082365,-0.5530493,0.71428835,-0.11877557
291,26.009098,1013.8778,89.5621,0.68332636,-0.04182875,-0.12793982,-0.18667448,0.02054903,0.678073,-0.20085622,0.43463126,-0.3588997,-0.6232574,0.86914456,-0.16925485,0.32207832,-0.5476963,0.79291534,-0.049439736
292,25.971771,1019.1411,86.38739,0.71254754,-0.054656446,-0.15908852,-0.17982036,0.0026521087,0.68545526,-0.16817345,0.3955168,-0.3541962,-0.57902354,0.8162905,-0.20414375,0.3341578,-0.5323694,0.78460884,-0.05110301
293,26.710836,1065.9291,85.45552,0.8920126,-0.054266453,-0.083316594,-0.07575922,0.051622957,0.7997303,-0.1429704,0.32259852,-0.4631408,-0.58090395,0.70011824,-0.25586772,0.46832153,-0.49969733,0.93676,0.02299267
294,25.683016,1035.8903,87.506744,0.74570435,-0.07545003,-0.097722024,-0.113964885,0.009489983,0.73210645,-0.15635936,0.38649058,-0.37588054,-0.58143926,0.76720184,-0.21216898,0.37756363,-0.5152863,0.8379575,-0.0025354922
295,26.734415,1026.6008,85.66621,0.7721601,-0.027448833,-0.17131546,-0.19289571,0.029895484,0.6992072,-0.17708458,0.37545002,-0.39610898,-0.59212595,0.8191352,-0.21424018,0.36159873,-0.53690565,0.8185028,-0.06007988
296,25.929396,1037.3022,87.65833,0.76012564,-0.06507522,-0.09861195,-0.119894736,0.020079106,0.73475444,-0.16336189,0.38522953,-0.3891722,-0.590958,0.7753879,-0.21086618,0.38393942,-0.5188588,0.84871346,-0.005869329
297,25.728952,1036.5002,88.215866,0.7462732,-0.072066635,-0.08761576,-0.11181294,0.01591286,0.7348408,-0.16326518,0.39277053,-0.3816175,-0.59215903,0.7753799,-0.20597042,0.3800999,-0.5177408,0.84608644,0.0005528331
298,26.01371,1028.0675,85.86894,0.74402434,-0.059804857,-0.14686346,-0.1568119,0.0063409805,0.70709246,-0.15767749,0.37851852,-0.369541,-0.5717414,0.7860146,-0.21769656,0.35857058,-0.52331245,0.8089694,-0.035645746
299,25.230871,1039.4409,84.706856,0.74973166,-0.104625225,-0.11707711,-0.09309135,-0.021909952,0.7379853,-0.116792455,0.35508418,-0.35241574,-0.52938944,0.70570993,-0.24408582,0.38109154,-0.49528357,0.8182602,0.0055757463
300,25.184336,1007.0152,86.12028,0.6422312,-0.08239183,-0.17070585,-0.18276915,-0.034460604,0.65790725,-0.15379532,0.41160232,-0.29923794,-0.5529671,0.8149597,-0.19863856,0.2931806,-0.5286193,0.728555,-0.055628
301,25.478157,1018.9295,86.107666,0.69152266,-0.07706404,-0.1509602,-0.160088,-0.016824394,0.6869073,-0.15224542,0.39490837,-0.33224082,-0.55975884,0.7924653,-0.20916384,0.3285245,-0.5228814,0.77124596,-0.038773745
302,24.014658,1030.2505,87.0948,0.65713906,-0.14671251,-0.07413569,-0.060152903,-0.056007743,0.72544885,-0.11109336,0.3962499,-0.2951331,-0.52435166,0.707165,-0.21924408,0.34543145,-0.4893939,0.78169173,0.031033605
303,25.590727,1008.9012,86.318474,0.6649096,-0.06512183,-0.17391282,-0.1940356,-0.017586082,0.66103625,-0.16525437,0.40956426,-0.32018462,-0.5680681,0.8291805,-0.1965242,0.30246022,-0.53475857,0.7445555,-0.06229219
304,24.4949,1047.2286,85.735115,0.7363449,-0.13968967,-0.0662303,-0.034874246,-0.037032306,0.76379275,-0.09900497,0.35849267,-0.3394922,-0.5182145,0.66264784,-0.24633686,0.395612,-0.4781645,0.8338766,0.047442675
305,24.352974,1027.5934,86.17632,0.6681865,-0.13228105,-0.10159409,-0.08563228,-0.051270813,0.7150661,-0.11467813,0.38893223,-0.30095255,-0.5234069,0.7192241,-0.22326519,0.341005,-0.49503586,0.77402174,0.011794955
306,23.848242,1019.2412,87.6556,0.6136459,-0.14563422,-0.08740145,-0.08384387,-0.065137714,0.6991992,-0.120180294,0.41687036,-0.27113935,-0.5286668,0.7386714,-0.20387092,0.31413913,-0.49827224,0.7485912,0.014878899
307,23.418419,1018.05023,84.56909,0.6055348,-0.17147975,-0.12220228,-0.078953505,-0.10040468,0.6922383,-0.08257203,0.38856703,-0.23918629,-0.47445533,0.68885374,-0.23355377,0.30480802,-0.4821379,0.71273565,0.01105845
308,24.324354,984.4671,84.768906,0.54201174,-0.10930857,-0.2195139,-0.21709375,-0.08723837,0.6018635,-0.13642879,0.43035036,-0.21880367,-0.51230186,0.8289243,-0.1930803,0.22246493,-0.5297942,0.6309873,-0.08491497
309,23.783127,1047.2443,85.57167,0.70588624,-0.17161746,-0.050433934,-0.0046833158,-0.06342864,0.7671851,-0.07785095,0.35965452,-0.3093292,-0.49354863,0.6300529,-0.25167683,0.38850448,-0.46493092,0.81737304,0.066948935
310,23.194471,1053.7063,83.161316,0.71097505,-0.20775044,-0.05422157,0.03199579,-0.09550536,0.7820059,-0.035521284,0.32901907,-0.28680897,-0.441771,0.55850106,-0.2836455,0.39883745,-0.4410203,0.80653876,0.08680245
311,22.28139,1024.4872,84.739204,0.5744152,-0.22554211,-0.07623908,-0.010269463,-0.13599429,0.7149509,-0.047344044,0.38655192,-0.20390376,-0.43950728,0.6227917,-0.2445396,0.3111679,-0.4564408,0.7091969,0.05768834
312,22.686356,1029.9882,85.97309,0.6032197,-0.20811382,-0.05669248,-0.0073488653,-0.1105288,0.72941077,-0.06479837,0.39044255,-0.23515213,-0.46756652,0.6379921,-0.23647839,0.33088988,-0.4624381,0.7439285,0.0632495
313,22.754623,989.6432,87.00528,0.4783972,-0.17664742,-0.13672578,-0.12674345,-0.12616608,0.62768143,-0.10806297,0.4528292,-0.1713961,-0.49127454,0.77118206,-0.18598248,0.22232844,-0.503921,0.6296317,-0.019654736
314,23.16852,1013.68536,88.62706,0.562313,-0.16977832,-0.069419414,-0.06786908,-0.08670941,0.69039655,-0.11419709,0.43670535,-0.23697653,-0.5211264,0.73662657,-0.19292776,0.29285198,-0.4942423,0.7241701,0.026631325
315,22.243586,984.759,84.24552,0.4539334,-0.20291501,-0.17340428,-0.12825274,-0.1645385,0.612321,-0.07399632,0.43296275,-0.13087973,-0.43954313,0.7324003,-0.20936053,0.20233041,-0.4907405,0.5831559,-0.027568705
316,22.570635,1020.7437,84.97302,0.57461774,-0.20975655,-0.08891237,-0.033090204,-0.1264947,0.7043245,-0.060392633,0.3926181,-0.21027258,-0.45247728,0.6489107,-0.23706135,0.30398014,-0.4657703,0.70571387,0.042575225
317,22.6129,990.4225,87.80658,0.47080797,-0.1814558,-0.12019271,-0.1156984,-0.12576029,0.63200223,-0.11042665,0.46058553,-0.1699965,-0.49724945,0.7718049,-0.1801054,0.22352076,-0.50315315,0.6349207,-0.01048243
318,22.284193,1038.6012,85.88432,0.61222625,-0.23167028,-0.02795428,0.03527671,-0.12019637,0.75339186,-0.04595448,0.38002348,-0.23318243,-0.4519954,0.5943192,-0.24811523,0.35030335,-0.4470664,0.76095647,0.092516184
319,22.392286,1027.5271,86.0204,0.5825768,-0.21943821,-0.054235637,-0.0018285513,-0.12221789,0.72471476,-0.059035435,0.39528367,-0.21881896,-0.4593783,0.6330739,-0.23513982,0.321303,-0.4595932,0.73041415,0.06658244
320,22.344656,1043.0084,85.54931,0.6298826,-0.23264588,-0.024025857,0.044664413,-0.117448986,0.7637125,-0.041191846,0.37066317,-0.24210149,-0.4486104,0.5801958,-0.25532568,0.36270374,-0.44306025,0.77325284,0.09867488
321,22.246511,1014.2265,87.62493,0.5281342,-0.21341181,-0.0587613,-0.029799715,-0.12550607,0.69455683,-0.07955058,0.42945445,-0.19573736,-0.47861016,0.6839672,-0.20768753,0.284595,-0.4741754,0.6985085,0.04954873
322,21.5178,1052.6987,85.06084,0.62538135,-0.2766805,0.0123848915,0.10748723,-0.144099,0.79185545,-0.006257415,0.3564678,-0.22282654,-0.41411296,0.51053005,-0.27402073,0.38060504,-0.41787612,0.7814543,0.1405225
323,21.072672,1018.7535,83.92769,0.5076206,-0.27737302,-0.07007611,0.022144452,-0.18764117,0.7048849,-0.01144439,0.39050353,-0.14052042,-0.39167795,0.5783589,-0.25275916,0.28309792,-0.4376081,0.6595761,0.076275915
324,21.94004,1002.9361,84.28522,0.49583215,-0.22793135,-0.12340915,-0.061051086,-0.16408157,0.6605657,-0.051300615,0.41111028,-0.150244,-0.4269203,0.6663108,-0.22889799,0.24883793,-0.46874022,0.632527,0.019725695
325,20.653307,1007.0569,80.880936,0.46775344,-0.29591125,-0.12871912,-0.0044887513,-0.2286666,0.6710172,0.017078444,0.37613258,-0.09076974,-0.3403769,0.56032705,-0.2714529,0.24528977,-0.4314362,0.59209776,0.05007443
326,20.678667,1031.7562,86.294334,0.51891124,-0.2973585,0.0027111769,0.08549023,-0.17906839,0.7449521,-0.0104973465,0.39949322,-0.156136,-0.40801004,0.54979736,-0.2460311,0.31599942,-0.42594713,0.7084688,0.12534164
327,21.43026,996.6943,84.83562,0.45183828,-0.24514398,-0.11716887,-0.055816278,-0.18262908,0.64829063,-0.046944156,0.42684394,-0.12029672,-0.41931206,0.6688702,-0.22025388,0.22711754,-0.467073,0.60653776,0.023364872
328,21.14591,992.8528,87.42619,0.41554603,-0.248907,-0.0827333,-0.046493635,-0.1789788,0.64505506,-0.06452228,0.45943797,-0.11185709,-0.4453673,0.6970849,-0.19392586,0.21537554,-0.47354028,0.60792017,0.034611315
329,21.418581,1011.958,84.87739,0.4976669,-0.2553608,-0.08123213,-0.009841144,-0.17351755,0.6875631,-0.034700766,0.40760517,-0.14668876,-0.41651213,0.62396127,-0.23527962,0.268586,-0.4529692,0.65329885,0.056217805
330,21.042248,974.9915,84.37021,0.37079608,-0.24953005,-0.16366392,-0.10507445,-0.21254398,0.5937349,-0.049630642,0.4516685,-0.06438951,-0.4051285,0.71069336,-0.20481533,0.16390543,-0.47864294,0.5283134,-0.013645574
331,20.580011,996.18604,84.27054,0.41557318,-0.283853,-0.104656726,-0.022526756,-0.21678278,0.6502578,-0.018905029,0.42513013,-0.08190286,-0.38505477,0.6273162,-0.2295273,0.21697345,-0.4506045,0.5824613,0.04393357
332,21.52542,1029.6296,83.73699,0.5615597,-0.26477873,-0.059220433,0.034309387,-0.16607508,0.730049,-0.013597399,0.372692,-0.17761153,-0.40133896,0.56376666,-0.26303852,0.31708446,-0.43511164,0.7011907,0.085644946
333,20.933296,1045.1031,86.22791,0.57109994,-0.29481822,0.025991559,0.11393964,-0.16229522,0.77772033,-0.00624381,0.38055587,-0.18980932,-0.4125706,0.5207939,-0.2587052,0.3548237,-0.4180264,0.7542985,0.1461076
334,20.643057,1003.54517,85.801636,0.43363512,-0.28202808,-0.06804198,0.0016229004,-0.20053509,0.67183757,-0.02795285,0.4310312,-0.10336396,-0.4058769,0.62565094,-0.2224134,0.23854266,-0.449707,0.6177211,0.06442799
335,20.70665,1034.9537,85.65209,0.53288615,-0.2997498,0.0004081726,0.09167972,-0.18012646,0.75172937,-0.00315471,0.38868353,-0.16039258,-0.39976785,0.5343677,-0.2550437,0.32460213,-0.4215216,0.7140795,0.12851597
336,20.905674,1005.91547,86.76271,0.44791415,-0.26956218,-0.055876195,0.00048804283,-0.18374616,0.6784655,-0.041624337,0.43674576,-0.12215996,-0.4264371,0.64084053,-0.21449205,0.24816832,-0.45519397,0.63777816,0.066201374
337,20.491892,1059.0546,83.32849,0.6077736,-0.33044153,0.028868735,0.16491601,-0.18761629,0.8100089,0.04225272,0.3346562,-0.18460596,-0.3575096,0.4280655,-0.3019457,0.38671777,-0.38835117,0.7659155,0.17551525
338,21.057693,1020.9251,83.35063,0.5162762,-0.28084773,-0.07273966,0.02735199,-0.19044882,0.7093836,-0.004299164,0.38185763,-0.14145163,-0.38314122,0.56482637,-0.26036644,0.28852034,-0.4335595,0.6616071,0.07878007
339,20.09918,1010.43445,85.12474,0.43390483,-0.31219652,-0.047857583,0.04331264,-0.21996503,0.69096404,-0.0014890581,0.4173919,-0.09020251,-0.37837783,0.5743057,-0.23852119,0.2515099,-0.43156788,0.6220484,0.09149177
340,20.456411,1005.33093,84.325386,0.43776867,-0.29506397,-0.07975653,0.010141596,-0.21529736,0.67444855,-0.008595005,0.41437614,-0.09298965,-0.38008618,0.5957156,-0.23887777,0.2406805,-0.44016412,0.6081865,0.06705405
341,21.063946,1052.19,85.060165,0.60389495,-0.2964515,0.022706807,0.12553614,-0.16060072,0.79289424,0.0059197247,0.35893756,-0.20308885,-0.39985716,0.4924381,-0.2759452,0.37472194,-0.41023496,0.77011377,0.15231384
342,20.172405,1019.5417,85.31633,0.46399415,-0.3143324,-0.026127994,0.06783289,-0.21063069,0.714313,0.0021539778,0.40729588,-0.10992843,-0.3814484,0.552848,-0.24551384,0.27714586,-0.42510083,0.652916,0.10954763
343,19.708836,1011.9142,81.428795,0.43851438,-0.33950546,-0.086006105,0.05243972,-0.25599563,0.68943566,0.04243605,0.37924865,-0.062189102,-0.31682482,0.5114727,-0.27632153,0.24948059,-0.41179886,0.59068346,0.08954689
344,20.24896,1030.3666,83.384254,0.5093762,-0.32263812,-0.030093491,0.09036279,-0.2133536,0.7378316,0.025424406,0.37325025,-0.124527216,-0.35617653,0.50255656,-0.27387995,0.30623308,-0.41054338,0.6733198,0.12186797
345,20.69309,992.31177,81.69112,0.42076522,-0.28269124,-0.15231982,-0.047347426,-0.23115768,0.63462055,-0.00288333,0.40330148,-0.06977062,-0.35524154,0.6145227,-0.24890967,0.20601672,-0.4482019,0.5538639,0.021246135
346,20.129385,1038.6042,86.946594,0.51261556,-0.3244763,0.041436255,0.1316393,-0.19044271,0.7666397,0.0046058744,0.39952165,-0.1478549,-0.39794278,0.5133158,-0.24981913,0.3295884,-0.4118625,0.7224366,0.15827964
347,19.838432,1039.298,84.006966,0.5156659,-0.34502253,0.009489834,0.13662237,-0.2186976,0.7640846,0.03861274,0.36972964,-0.12553856,-0.3496969,0.46560305,-0.2792938,0.3268521,-0.3969314,0.696432,0.1551555
348,19.94078,1035.3807,85.12598,0.5029975,-0.33522755,0.013472736,0.12423754,-0.21046002,0.75573564,0.022961453,0.38582206,-0.12729084,-0.36851075,0.49414325,-0.26444507,0.31786373,-0.40582153,0.6949724,0.14884327
349,19.371832,1047.4961,86.3059,0.5094348,-0.36530322,0.07213843,0.18860537,-0.21605304,0.7920755,0.03829126,0.38452294,-0.12946716,-0.3637771,0.44727236,-0.26874965,0.34591225,-0.3881788,0.7285564,0.19580476
350,19.749775,1025.5546,84.77514,0.46628514,-0.33823615,-0.009140134,0.102137566,-0.2254233,0.7308359,0.023379937,0.39569017,-0.100795954,-0.35974962,0.51083916,-0.25883454,0.2890088,-0.4103526,0.6581832,0.13190882
351,20.10675,1006.35077,82.7767,0.43274358,-0.31500396,-0.09010792,0.023174793,-0.23679021,0.67579436,0.015290827,0.398623,-0.07422413,-0.34833336,0.56018305,-0.25611538,0.23907462,-0.42818913,0.59225744,0.072364256
352,19.99964,1041.4674,84.773544,0.5257851,-0.3373955,0.02105689,0.13862556,-0.20685852,0.7703353,0.029270142,0.37412107,-0.13901478,-0.36451617,0.47481677,-0.27351433,0.33481067,-0.40018976,0.71224326,0.15852956
353,19.87378,1033.3563,79.044586,0.5222595,-0.3518259,-0.074116886,0.101214975,-0.25193343,0.7388178,0.07570261,0.32651293,-0.09727895,-0.28628638,0.4286854,-0.31907812,0.30808395,-0.38766578,0.6421152,0.11987923
354,20.499838,982.28986,83.170685,0.37481618,-0.28117946,-0.14985076,-0.06394297,-0.23492639,0.61286485,-0.018365532,0.4321503,-0.04996924,-0.37067756,0.6523203,-0.22616588,0.17769128,-0.4585369,0.5300378,0.011959448
355,19.612312,991.3967,85.68016,0.3518816,-0.32016483,-0.07151908,0.009570971,-0.2454336,0.64577776,-0.0081059635,0.4496106,-0.03883104,-0.37406164,0.61553043,-0.21683973,0.19517942,-0.4420824,0.55743885,0.06739245
356,19.900656,1024.8534,83.6157,0.47618604,-0.33395183,-0.03071016,0.08975807,-0.2276843,0.72595704,0.028645173,0.38413367,-0.101317555,-0.349308,0.5063465,-0.26805735,0.2879077,-0.41010386,0.6506675,0.121077284
357,20.312382,1019.4139,81.5059,0.4875344,-0.3174081,-0.082999825,0.04895252,-0.2294339,0.7056969,0.031074017,0.36793184,-0.100675225,-0.3354576,0.51633036,-0.27991828,0.2759269,-0.415927,0.6272076,0.08865549
358,20.558722,1007.8481,81.00765,0.46541914,-0.30029637,-0.12274161,0.0023526698,-0.23077123,0.6737857,0.019242689,0.37678584,-0.08872071,-0.3389098,0.555348,-0.27158168,0.24658182,-0.42941195,0.59342283,0.054987118
359,20.025585,1048.504,84.98984,0.54736906,-0.34023446,0.03957224,0.15911451,-0.2003141,0.78866935,0.032344535,0.36714143,-0.15324989,-0.36682397,0.45768526,-0.27844906,0.35435495,-0.3948572,0.7359404,0.17364733
360,20.10355,1010.8891,82.989716,0.44544563,-0.31753716,-0.07663807,0.037489057,-0.23282279,0.687868,0.01719147,0.39495307,-0.08286381,-0.3501648,0.5491022,-0.25872412,0.25152588,-0.42462128,0.6076582,0.0830012
361,21.138573,1025.8265,84.20331,0.53079414,-0.27832058,-0.051663816,0.0412136,-0.17928019,0.7232238,-0.009960502,0.3839233,-0.15670937,-0.39602694,0.56351244,-0.2569673,0.30317253,-0.4331393,0.6846868,0.090596914
362,20.770466,1022.9622,83.01123,0.51145256,-0.29570735,-0.06550634,0.04467222,-0.20156974,0.71541566,0.00823237,0.3769073,-0.13176894,-0.36917087,0.5426215,-0.26709557,0.29101953,-0.42550716,0.6591276,0.089759305
363,20.331072,1016.69196,83.33974,0.47149956,-0.3103299,-0.06420308,0.046062678,-0.21900505,0.70226353,0.012530878,0.39012623,-0.10383016,-0.36085585,0.54580116,-0.2601006,0.2697877,-0.42443663,0.632918,0.09037225
364,20.773842,1019.2578,84.5816,0.49297893,-0.2893232,-0.05224508,0.038662285,-0.19392368,0.70901966,-0.008401647,0.3977375,-0.13154227,-0.3907894,0.5713516,-0.24881147,0.2818974,-0.43383065,0.65954286,0.08867745
365,20.5118,1019.8514,79.98872,0.5047085,-0.31258416,-0.10816306,0.03669244,-0.23149893,0.702776,0.038998917,0.35105178,-0.10381171,-0.32159224,0.5065535,-0.2933387,0.2781951,-0.41439202,0.62156165,0.07729654
366,20.996332,1025.3566,84.93904,0.5196793,-0.28251055,-0.03889966,0.048355877,-0.18005952,0.7242145,-0.012748793,0.39262456,-0.15284646,-0.4013618,0.5670471,-0.25044376,0.30091935,-0.4333072,0.6856547,0.09685053
367,19.497456,1060.8839,83.002815,0.571184,-0.3764484,0.053735495,0.21214664,-0.22400352,0.8191887,0.07410216,0.33294982,-0.14524889,-0.32140663,0.37611568,-0.31212518,0.38165146,-0.36790028,0.74766475,0.20617224
368,21.238884,997.2192,84.21316,0.44793585,-0.25548327,-0.11977708,-0.048045084,-0.19301113,0.6493889,-0.035842076,0.4205676,-0.11084479,-0.40492028,0.6520574,-0.22756998,0.22628143,-0.46124622,0.59939194,0.02718471
369,20.425014,1005.74445,86.335106,0.42827213,-0.29178527,-0.05004102,0.019298702,-0.20365644,0.67966104,-0.024745882,0.43452066,-0.10023755,-0.40561646,0.6157888,-0.22085288,0.24268626,-0.44544253,0.623719,0.07760297
